protocol_type,service,flag,src_bytes,dst_bytes,hot,count,srv_count,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,class
icmp,20,2,1153,0,0,2,2,0,173,52,0.3,0.03,0.3,0,normal
tcp,66,2,182,0,0,2,1,1,255,36,0.14,0.01,0.16,0,normal
icmp,22,1,0,0,0,252,3,0.07,255,3,0.01,0.07,0,0,anomaly
tcp,15,2,8,0,0,1,51,0,1,129,1,0,1,0,anomaly
udp,12,2,44,44,0,133,135,0,255,228,0.89,0.01,0.01,0,normal
udp,12,2,44,126,0,122,122,0,210,177,0.84,0.01,0,0,normal
icmp,25,2,235,695,0,9,9,0,142,255,1,0,0.01,0,normal
udp,12,2,42,129,0,78,158,0,255,253,0.99,0.01,0,0,normal
icmp,20,2,15377,0,0,2,2,0,157,49,0.17,0.45,0.17,0,normal
icmp,55,2,1003,332,0,1,2,0,88,39,0.44,0.07,0.01,0,normal
icmp,25,2,289,280,0,23,23,0,255,255,1,0,0,0,normal
tcp,16,2,1480,0,0,8,8,0,92,8,0.09,0.04,0.09,0,anomaly
icmp,55,2,1352,391,0,1,1,0,47,159,0.32,0.06,0.02,0.13,normal
udp,45,2,147,105,0,2,2,0,255,3,0.01,0.78,0.99,0,normal
icmp,17,4,0,0,0,145,21,0.05,255,21,0.08,0.05,0,1,anomaly
udp,50,2,28,0,0,3,3,0,216,3,0.01,0.75,0.01,0.03,anomaly
icmp,61,4,0,0,0,65,14,0.06,255,58,0.23,0.02,0.02,1,anomaly
icmp,50,4,0,0,0,210,5,0.05,168,5,0.03,0.07,0.01,0.99,anomaly
icmp,50,4,0,0,0,237,3,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,25,2,215,1644,0,13,13,0,13,255,1,0,0.08,0,normal
icmp,25,2,258,406,0,11,41,0,255,255,1,0,0,0,normal
icmp,25,2,303,312,0,11,15,0,67,255,1,0,0.01,0,normal
icmp,25,2,358,321,0,5,6,0,255,255,1,0,0,0,normal
icmp,25,2,298,3897,0,8,8,0,37,255,1,0,0.03,0,normal
icmp,50,4,0,0,0,281,2,0.06,255,4,0.02,0.07,0,1,anomaly
icmp,25,2,197,1342,0,10,10,0,10,255,1,0,0.1,0,normal
udp,50,2,28,0,0,11,11,0,255,78,0.31,0.01,0.31,0,anomaly
udp,12,2,45,132,0,190,267,0.01,192,153,0.8,0.02,0.01,0,normal
udp,12,2,45,74,0,291,291,0,255,212,0.83,0.01,0,0,normal
icmp,5,4,0,0,0,258,4,0.06,255,4,0.02,0.07,0,1,anomaly
udp,45,2,147,0,0,5,1,0.6,255,1,0,0.28,0.58,0,normal
icmp,25,2,242,446,0,8,8,0,68,68,1,0,0.01,0,normal
udp,12,2,34,0,0,1,2,0,223,27,0.11,0.03,0.11,0,normal
icmp,20,4,0,0,0,278,11,0.06,255,11,0.04,0.07,0,1,anomaly
icmp,6,4,0,0,0,145,5,0.07,255,5,0.02,0.07,0,1,anomaly
icmp,20,2,12,0,0,1,1,0,48,39,0.21,0.12,0.21,0,normal
udp,12,2,44,76,0,116,116,0,255,255,1,0,0,0,normal
icmp,25,2,218,480,0,2,2,0,5,255,1,0,0.2,0,normal
icmp,25,9,243,21900,0,1,1,0,128,255,1,0,0.01,0.01,normal
icmp,25,2,210,6746,0,7,7,0,7,255,1,0,0.14,0,normal
icmp,25,2,340,285,0,17,17,0,255,255,1,0,0,0,normal
tcp,16,2,1032,0,0,511,511,0,255,223,0.87,0.02,0.87,0,anomaly
udp,12,2,44,70,0,167,167,0,255,255,1,0,0.01,0,normal
icmp,33,4,0,0,0,131,19,0.06,255,19,0.07,0.07,0,1,anomaly
icmp,25,2,313,15298,0,4,8,0,255,255,1,0,0,0,normal
udp,45,2,147,105,0,3,1,0.67,255,1,0,0.65,0.95,0,normal
udp,12,2,45,110,0,1,2,0,255,234,0.92,0.01,0,0,normal
icmp,20,4,0,0,0,134,20,0.04,255,17,0.07,0.07,0,1,anomaly
icmp,25,4,0,0,0,121,3,0.06,255,16,0.06,0.07,0,1,anomaly
icmp,50,4,0,0,0,218,19,0.06,255,19,0.07,0.05,0,1,anomaly
icmp,34,5,0,0,0,189,2,0.52,255,2,0.01,0.39,0.74,0,anomaly
icmp,52,5,0,0,0,1,1,0,119,1,0.01,0.61,0.6,0.05,anomaly
tcp,15,2,8,0,0,1,24,0,2,80,1,0,1,0,anomaly
icmp,20,4,0,0,0,248,10,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,20,2,14,0,0,2,2,0,143,101,0.29,0.02,0.29,0.01,normal
icmp,50,4,0,0,0,116,15,0.06,255,34,0.13,0.06,0,1,anomaly
icmp,25,2,262,1478,0,1,1,0,255,247,0.97,0.01,0,0,normal
icmp,38,4,0,0,0,95,18,0.06,255,13,0.05,0.06,0,1,anomaly
icmp,20,2,332,1054,6,1,1,0,230,48,0.21,0.03,0,0,normal
icmp,20,2,88382,0,0,15,15,0,77,76,0.27,0.04,0.27,0,normal
icmp,50,1,0,0,0,118,16,0.06,19,10,0.53,0.11,0.05,0,anomaly
icmp,25,2,291,4204,0,11,11,0,188,255,1,0,0.01,0,normal
icmp,47,4,0,0,0,196,1,0.07,255,1,0,0.09,0,1,anomaly
icmp,34,1,0,0,0,289,14,0.06,255,14,0.05,0.07,0,0,anomaly
icmp,55,2,2491,366,0,1,3,0,107,171,0.45,0.03,0.01,0.01,normal
icmp,25,2,301,5831,0,2,2,0,2,255,1,0,0.5,0,normal
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.71,1,0,anomaly
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.73,1,0,anomaly
icmp,25,2,370,398,0,4,4,0,27,255,1,0,0.04,0,normal
icmp,20,2,4753,0,0,18,18,0,255,24,0.09,0.58,0.09,0,normal
icmp,20,2,245,0,0,2,2,0,2,2,1,0,1,0,normal
icmp,61,2,204,30066,0,1,1,0,1,3,1,0,1,0,normal
udp,12,2,45,45,0,158,238,0,255,255,1,0,0.01,0,normal
icmp,20,2,641,0,0,1,1,0,68,33,0.16,0.06,0.16,0,normal
tcp,16,2,1032,0,0,272,272,0,196,102,0.52,0.04,0.52,0.01,anomaly
icmp,29,1,0,0,0,228,9,0.07,255,9,0.04,0.07,0,0,anomaly
icmp,50,1,0,0,0,158,8,0.08,255,8,0.03,0.08,0,0,anomaly
icmp,25,2,244,2899,0,10,10,0,124,255,1,0,0.01,0,normal
icmp,10,4,0,0,0,276,8,0.06,255,8,0.03,0.07,0,1,anomaly
icmp,50,1,0,0,0,2,1,1,255,1,0,0.38,0.35,0,anomaly
icmp,38,1,0,0,0,249,1,0.06,255,1,0,0.07,0,0,anomaly
udp,12,2,32,0,0,1,2,0,115,34,0.2,0.05,0.2,0,normal
icmp,50,1,0,0,0,141,11,0.06,255,6,0.02,0.07,0,0,anomaly
tcp,16,2,1032,0,0,511,511,0,242,97,0.4,0.01,0.4,0,anomaly
icmp,25,2,244,6068,0,23,23,0,255,255,1,0,0,0,normal
icmp,67,4,0,0,0,45,9,0.11,255,9,0.04,0.08,0,1,anomaly
icmp,20,2,7233,0,0,3,3,0,217,86,0.4,0.02,0.4,0,normal
icmp,25,2,252,1315,0,3,6,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,116,6,0.07,170,6,0.04,0.07,0.01,1,anomaly
icmp,25,2,332,749,0,21,22,0,255,255,1,0,0,0,normal
udp,50,2,1,0,0,30,1,0.13,255,1,0,0.26,0.94,0,anomaly
icmp,20,2,9178,0,0,20,20,0,255,26,0.1,0.33,0.1,0,normal
icmp,25,1,0,0,0,243,1,0.07,255,1,0,0.07,0,0,anomaly
icmp,50,5,0,0,0,445,2,0.52,255,2,0.01,0.51,1,0,anomaly
icmp,67,1,0,0,0,139,9,0.07,255,9,0.04,0.07,0,0,anomaly
udp,50,2,105,146,0,1,1,0,10,8,0.8,0.3,0.1,0,normal
icmp,29,1,0,0,0,270,9,0.06,255,9,0.04,0.09,0,0,anomaly
tcp,16,2,1032,0,0,140,140,0,255,140,0.55,0.01,0.55,0,anomaly
icmp,50,4,0,0,0,223,6,0.06,255,6,0.02,0.08,0,1,anomaly
icmp,25,2,220,3416,0,27,27,0,255,255,1,0,0,0,normal
icmp,20,4,0,0,0,75,15,0.05,255,35,0.14,0.06,0.01,1,anomaly
icmp,25,4,0,0,0,33,13,0.12,255,68,0.27,0.02,0,1,anomaly
icmp,50,4,0,0,0,258,15,0.06,255,15,0.06,0.07,0.01,1,anomaly
icmp,25,2,308,1461,0,10,10,0,255,255,1,0,0,0,normal
icmp,25,2,220,11892,0,12,12,0,255,255,1,0,0,0,normal
icmp,41,4,0,0,0,144,23,0.05,255,22,0.09,0.06,0,1,anomaly
tcp,66,2,78,0,0,14,2,0.14,255,18,0.07,0.01,0.07,0,normal
icmp,50,4,0,0,0,262,8,0.05,255,13,0.05,0.07,0,1,anomaly
icmp,25,2,221,308,0,23,23,0,213,255,1,0,0,0,normal
icmp,5,2,10,36,0,1,1,0,69,17,0.12,0.06,0.01,0,normal
tcp,16,2,18,0,0,1,1,0,9,9,1,0,1,0,anomaly
icmp,20,2,2194619,0,0,2,2,0,138,82,0.25,0.02,0.25,0,normal
udp,12,2,44,110,0,5,5,0,246,236,0.96,0.01,0,0,normal
icmp,12,4,0,0,0,264,3,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,50,4,0,0,0,143,19,0.06,255,2,0.01,0.06,0,1,anomaly
icmp,25,2,293,3542,0,14,14,0,255,255,1,0,0,0,normal
icmp,45,1,0,0,0,317,1,1,255,1,0,1,0,0.09,anomaly
icmp,25,2,204,2457,0,29,53,0,255,255,1,0,0,0,normal
icmp,25,2,226,28076,0,8,8,0,92,255,1,0,0.01,0,normal
icmp,31,1,0,0,0,139,19,0.06,255,19,0.07,0.07,0,0,anomaly
icmp,25,2,234,484,0,14,36,0,14,255,1,0,0.07,0,normal
udp,50,2,1,0,0,32,4,0.12,255,4,0.02,0.57,0.56,0,anomaly
tcp,16,2,1480,0,0,2,4,0,4,151,1,0,1,0,anomaly
icmp,20,2,5891,0,0,2,2,0,89,78,0.34,0.04,0.34,0,normal
icmp,50,4,0,0,0,94,2,0.07,201,2,0.01,0.07,0,1,anomaly
icmp,55,9,0,0,0,1,1,0,87,157,0.39,0.03,0.01,0.02,normal
icmp,50,1,0,0,0,140,11,0.06,255,10,0.04,0.06,0,0,anomaly
icmp,50,4,0,0,0,144,19,0.06,255,16,0.06,0.08,0,1,anomaly
icmp,25,2,237,2912,0,2,47,0,53,255,1,0,0.02,0,normal
icmp,30,4,0,0,0,291,7,0.05,255,8,0.03,0.07,0,1,anomaly
udp,50,2,28,0,0,11,11,0,255,11,0.04,0.02,0.04,0,anomaly
udp,12,2,42,42,0,6,9,0,255,224,0.88,0.01,0,0,normal
icmp,25,2,179,5592,0,2,2,0,12,255,1,0,0.08,0,normal
icmp,25,2,303,343,0,3,3,0,3,255,1,0,0.33,0,normal
icmp,25,2,213,567,0,14,14,0,113,255,1,0,0.01,0,normal
icmp,25,2,288,293,0,7,31,0,161,255,1,0,0.01,0,normal
udp,12,2,43,73,0,95,95,0,255,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,71,2,0.07,255,19,0.07,0.07,0,1,anomaly
icmp,50,4,0,0,0,81,1,0.06,255,18,0.07,0.08,0,1,anomaly
tcp,15,2,18,0,0,1,1,0,2,30,1,0,1,0,anomaly
icmp,25,1,0,0,0,1,1,0,1,53,1,0,1,0,normal
icmp,25,2,224,3867,0,4,4,0,228,255,1,0,0,0,normal
icmp,50,4,0,0,0,128,19,0.07,73,19,0.26,0.11,0.01,1,anomaly
udp,12,2,45,132,0,19,85,0,245,190,0.78,0.02,0,0,normal
icmp,45,5,1,0,0,2,2,0,255,2,0.01,0.63,1,0,anomaly
icmp,50,4,0,0,0,88,1,0.08,255,1,0,0.05,0,1,anomaly
icmp,25,2,257,11445,0,7,7,0,57,255,1,0,0.02,0,normal
icmp,29,4,0,0,0,251,18,0.05,255,18,0.07,0.05,0,1,anomaly
icmp,25,2,321,682,0,10,10,0,255,255,1,0,0,0,normal
icmp,25,2,268,9822,0,3,3,0,11,162,1,0,0.09,0,normal
udp,50,2,105,147,0,2,2,0,255,233,0.91,0.01,0.01,0,normal
icmp,20,2,245,774,4,1,1,0,201,53,0.26,0.07,0,0.01,normal
icmp,56,1,0,0,0,66,13,0.08,255,12,0.05,0.08,0,0,anomaly
icmp,25,2,253,269,0,18,18,0,255,255,1,0,0,0,normal
icmp,45,1,0,0,0,509,1,1,255,1,0,1,0,0.16,anomaly
udp,12,2,45,111,0,63,278,0,121,200,0.88,0.02,0.88,0,normal
icmp,25,2,409,6033,0,13,13,0,139,247,1,0,0.01,0,normal
icmp,55,2,1686,488,0,1,1,0,255,45,0.18,0.02,0,0.74,normal
icmp,50,4,0,0,0,262,14,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,55,2,5235,329,0,1,3,0,129,100,0.78,0.03,0.01,0,normal
udp,45,2,147,0,0,4,1,0.75,255,1,0,0.73,0.99,0,normal
tcp,66,2,78,0,0,21,9,0.1,255,17,0.07,0.01,0.07,0,normal
icmp,25,2,158,443,0,1,1,0,42,255,1,0,0.02,0,normal
icmp,50,4,0,0,0,133,17,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,55,2,1317,367,0,1,1,0,5,166,0.8,0.4,0.2,0,normal
icmp,50,4,0,0,0,257,8,0.05,117,8,0.07,0.09,0.01,0.98,anomaly
udp,45,2,145,105,0,1,1,0,255,1,0,0.87,0.99,0,normal
tcp,15,2,8,0,0,1,16,0,2,54,1,0,1,0,anomaly
tcp,15,2,8,0,0,1,25,0,2,68,1,0,1,0,anomaly
udp,50,2,105,145,0,4,1,0.5,115,111,0.97,0.03,0.01,0,normal
udp,12,2,46,46,0,134,136,0,254,189,0.74,0.02,0.01,0,normal
udp,50,2,28,0,0,67,66,0.03,255,66,0.26,0.02,0.26,0,anomaly
tcp,16,2,1032,0,0,511,511,0,255,145,0.57,0.02,0.57,0.01,anomaly
icmp,61,4,0,0,0,268,20,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,61,2,152,116202,0,1,1,0,79,11,0.14,0.05,0.01,0,normal
tcp,15,2,8,0,0,1,13,0,2,162,1,0,1,0,anomaly
icmp,37,4,0,0,0,233,3,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,58,4,0,0,0,266,4,0.07,255,4,0.02,0.07,0,1,anomaly
icmp,29,1,0,0,0,260,9,0.07,255,9,0.04,0.07,0,0,anomaly
icmp,25,2,324,2178,0,1,2,0,38,255,1,0,0.03,0.03,normal
icmp,45,1,0,0,0,509,1,0.96,255,1,0,1,0,0.04,anomaly
icmp,25,2,286,1267,0,4,4,0,4,255,1,0,0.25,0,normal
udp,12,2,46,46,0,116,116,0,255,203,0.8,0.01,0.01,0,normal
icmp,50,4,0,0,0,228,16,0.07,255,5,0.02,0.08,0,1,anomaly
udp,12,2,45,121,0,66,71,0,255,254,1,0.01,0,0,normal
icmp,5,4,0,0,0,148,18,0.05,255,7,0.03,0.08,0,1,anomaly
tcp,16,2,520,0,0,481,481,0,81,81,1,0,1,0,anomaly
udp,50,2,28,0,0,110,10,0.06,255,10,0.04,0.96,0.04,0.09,anomaly
icmp,25,2,238,311,0,52,52,0,220,255,1,0,0,0,normal
icmp,20,2,63,0,0,152,2,0.07,255,2,0.01,0.06,0.01,0.99,normal
icmp,6,4,0,0,0,291,3,0.05,255,5,0.02,0.07,0,1,anomaly
icmp,37,4,0,0,0,294,18,0.05,255,9,0.04,0.08,0,1,anomaly
icmp,20,2,334,0,0,2,2,0,2,28,1,0,1,0,anomaly
icmp,55,2,817,481,0,1,2,0,255,3,0.01,0.01,0,0,normal
udp,12,2,46,46,0,102,182,0,255,254,1,0.01,0.01,0,normal
icmp,59,1,0,0,0,218,1,0.07,255,1,0,0.09,0,0,anomaly
icmp,50,4,0,0,0,114,1,0.06,255,32,0.13,0.05,0,1,anomaly
icmp,31,4,0,0,0,136,23,0.05,255,23,0.09,0.05,0,1,anomaly
icmp,50,6,0,0,0,1,1,0,40,1,0.03,0.75,0.8,0.8,anomaly
icmp,25,2,224,347,0,6,6,0,74,255,1,0,0.01,0,normal
icmp,64,4,0,0,0,283,20,0.06,255,20,0.08,0.07,0,1,anomaly
icmp,25,2,149,3991,0,6,23,0,18,255,1,0,0.06,0,normal
tcp,15,2,8,0,0,1,39,0,2,129,1,0,1,0,anomaly
udp,12,2,46,46,0,111,111,0,255,255,1,0,0,0,normal
icmp,25,2,349,253,0,11,12,0,255,255,1,0,0,0,normal
icmp,25,4,0,0,0,232,11,0.07,255,10,0.04,0.07,0,1,anomaly
icmp,25,2,382,499,0,1,18,0,15,255,1,0,0.07,0.07,normal
icmp,55,2,130,240,0,1,1,0,98,88,0.28,0.72,0.01,0,normal
tcp,15,2,8,0,0,1,16,0,1,207,1,0,1,0,anomaly
icmp,18,4,0,0,0,144,8,0.06,255,8,0.03,0.05,0,1,anomaly
icmp,50,4,0,0,0,265,17,0.05,255,16,0.06,0.08,0,1,anomaly
icmp,25,2,275,313,0,9,13,0,255,255,1,0,0,0,normal
udp,12,2,43,73,0,72,150,0,255,211,0.83,0.01,0,0,normal
icmp,45,1,0,0,0,457,1,1,255,1,0,1,0,0.06,anomaly
icmp,25,2,168,4898,0,11,11,0,255,255,1,0,0,0,normal
icmp,50,5,0,0,0,69,2,0.54,239,2,0.01,0.16,0.29,0.01,anomaly
icmp,3,4,0,0,0,268,5,0.06,255,5,0.02,0.06,0,1,anomaly
icmp,50,4,0,0,0,182,5,0.06,255,15,0.06,0.06,0,1,anomaly
icmp,6,1,0,0,0,509,1,1,255,1,0,1,0,0.04,anomaly
icmp,50,4,0,0,0,98,14,0.06,255,3,0.01,0.06,0,1,anomaly
tcp,16,2,1032,0,0,88,88,0,230,136,0.59,0.03,0.59,0.01,anomaly
tcp,16,2,1032,0,0,511,511,0,255,57,0.22,0.02,0.22,0.02,anomaly
icmp,33,4,0,0,0,122,4,0.06,255,17,0.07,0.07,0,1,anomaly
tcp,15,2,8,0,0,1,14,0,1,7,1,0,1,0,anomaly
icmp,20,2,7162,0,0,8,8,0,157,24,0.15,0.03,0.15,0,normal
icmp,50,1,0,0,0,151,9,0.08,255,9,0.04,0.07,0,0,anomaly
udp,50,2,1,0,0,3,3,0,255,3,0.01,0.23,1,0,anomaly
udp,50,2,105,0,0,1,1,0,12,12,1,0,0.08,0,normal
tcp,15,2,8,0,0,1,1,0,2,38,1,0,1,0,anomaly
icmp,48,2,52,1565,0,1,1,0,72,3,0.03,0.08,0.01,0.01,normal
icmp,50,4,0,0,0,125,16,0.07,70,16,0.23,0.11,0.01,1,anomaly
icmp,25,2,238,27928,0,1,1,0,1,255,1,0,1,0,normal
icmp,29,4,0,0,0,282,11,0.06,255,11,0.04,0.07,0,1,anomaly
icmp,12,4,0,0,0,273,3,0.06,255,4,0.02,0.06,0,1,anomaly
icmp,50,4,0,0,0,226,10,0.07,255,13,0.05,0.07,0,1,anomaly
tcp,16,2,1032,0,0,510,510,0,255,157,0.62,0.01,0.62,0,anomaly
icmp,25,2,253,1588,0,4,23,0,125,255,1,0,0.01,0,normal
icmp,50,6,0,0,0,1,1,0,94,1,0.01,0.89,0.91,0.91,anomaly
icmp,25,2,324,1875,0,9,9,0,255,255,1,0,0,0,normal
icmp,55,2,2041,332,0,1,3,0,160,108,0.47,0.04,0.01,0,normal
icmp,50,1,0,0,0,509,1,1,255,1,0,1,0,0.03,anomaly
icmp,50,4,0,0,0,183,7,0.07,255,19,0.07,0.08,0,1,anomaly
icmp,22,4,0,0,0,227,1,0.07,255,1,0,0.07,0,1,anomaly
icmp,50,4,0,0,0,187,6,0.07,255,15,0.06,0.07,0,1,anomaly
icmp,25,2,305,1307,0,3,4,0,6,183,1,0,0.17,0,normal
icmp,25,4,0,0,0,74,19,0.05,154,39,0.25,0.03,0.03,1,anomaly
icmp,25,2,302,18308,0,2,2,0,127,255,1,0,0.01,0,normal
udp,12,2,46,79,0,191,190,0.01,255,254,1,0.01,0.01,0,normal
udp,50,2,1,26,0,22,4,0.18,255,4,0.02,0.87,0.15,0.16,anomaly
icmp,67,4,0,0,0,204,6,0.05,255,6,0.02,0.06,0,1,anomaly
icmp,22,4,0,0,0,268,22,0.05,255,22,0.09,0.05,0,1,anomaly
icmp,50,1,0,0,0,511,1,1,255,1,0,1,0,0.14,anomaly
icmp,25,2,254,521,0,7,8,0,191,255,1,0,0.01,0,normal
icmp,25,2,54540,8314,2,2,3,0,45,45,1,0,0.02,0,anomaly
icmp,50,4,0,0,0,23,1,0.22,255,11,0.04,0.08,0,1,anomaly
tcp,15,2,8,0,0,1,44,0,1,43,1,0,1,0,anomaly
icmp,50,4,0,0,0,119,11,0.07,255,1,0,0.07,0,1,anomaly
icmp,25,2,316,505,0,19,19,0,19,255,1,0,0.05,0,normal
icmp,20,2,245,0,0,2,2,0,145,41,0.04,0.03,0.04,0,normal
icmp,55,2,2577,330,0,1,3,0,30,115,0.6,0.17,0.03,0,normal
icmp,25,2,214,3505,0,8,28,0,41,255,1,0,0.02,0,normal
icmp,50,4,0,0,0,130,1,0.08,255,1,0,0.08,0,1,anomaly
icmp,25,2,339,1444,0,13,13,0,213,255,1,0,0,0,normal
udp,50,2,1,0,0,120,110,0.02,255,180,0.71,0.04,1,0,anomaly
icmp,25,2,200,292,0,5,5,0,153,255,1,0,0.01,0,normal
icmp,25,2,306,164,0,1,1,0,5,255,1,0,0.2,0,normal
icmp,55,2,933,344,0,1,1,0,170,241,0.96,0.01,0.01,0,normal
icmp,25,2,272,769,0,6,7,0,131,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,69,4,0.07,255,19,0.07,0.06,0,1,anomaly
icmp,25,2,305,22158,0,2,2,0,129,255,1,0,0.01,0.01,normal
icmp,25,2,305,502,0,1,3,0,13,255,1,0,0.08,0,normal
icmp,25,4,0,0,0,6,3,0.33,255,58,0.23,0.04,0,1,anomaly
icmp,29,4,0,0,0,296,18,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,20,2,2063,0,0,1,1,0,247,11,0.04,0.02,0.04,0,normal
icmp,18,4,0,0,0,110,20,0.05,255,7,0.03,0.07,0,1,anomaly
icmp,29,1,0,0,0,223,2,0.06,255,2,0.01,0.07,0,0,anomaly
icmp,25,2,285,456,0,13,17,0,13,255,1,0,0.08,0,normal
icmp,33,1,0,0,0,149,20,0.06,255,20,0.08,0.07,0,0,anomaly
icmp,25,2,203,1744,0,16,17,0,174,255,1,0,0.01,0,normal
icmp,50,3,0,0,0,6,2,0.5,255,2,0.01,0.02,0.02,0.02,anomaly
icmp,50,4,0,0,0,258,6,0.06,255,7,0.03,0.07,0,1,anomaly
icmp,19,4,0,0,0,16,4,0.25,255,60,0.24,0.04,0.01,1,anomaly
tcp,15,2,18,0,0,1,1,0,1,37,1,0,1,0,anomaly
icmp,61,4,0,0,0,63,16,0.06,255,66,0.26,0.02,0,1,anomaly
icmp,9,4,0,0,0,250,6,0.06,255,6,0.02,0.08,0,1,anomaly
icmp,25,2,325,4580,0,7,7,0,7,255,1,0,0.14,0,normal
icmp,25,2,209,1817,0,24,24,0,115,255,1,0,0.01,0.01,normal
icmp,25,2,308,299,0,8,8,0,255,255,1,0,0,0.01,normal
icmp,45,1,0,0,0,511,1,1,255,1,0,1,0,0.09,anomaly
icmp,25,4,0,0,0,12,8,0.25,255,68,0.27,0.02,0,1,anomaly
icmp,25,2,186,784,0,11,15,0,255,255,1,0,0,0,normal
icmp,38,1,0,0,0,259,15,0.07,255,15,0.06,0.07,0,0,anomaly
udp,12,2,31,91,0,1,1,0,255,214,0.84,0.01,0,0,normal
icmp,61,2,106,1580,0,1,1,0,159,1,0.01,0.03,0.01,0,normal
tcp,15,2,8,0,0,1,28,0,1,213,1,0,1,0,anomaly
tcp,16,2,520,0,0,50,50,0,255,255,1,0,1,0,anomaly
udp,50,2,28,0,0,146,46,0.05,255,46,0.18,0.82,0.18,0.09,anomaly
icmp,30,4,0,0,0,242,6,0.07,255,6,0.02,0.07,0,1,anomaly
icmp,37,4,0,0,0,202,2,0.06,255,13,0.05,0.07,0,1,anomaly
udp,45,2,516,0,0,353,353,0,255,255,1,0,0,0,normal
icmp,20,2,1491,4152,30,1,1,0,8,4,0.5,0.25,0.12,0,normal
icmp,25,4,0,0,0,246,18,0.07,255,17,0.07,0.07,0,1,anomaly
icmp,55,2,1373,330,0,1,1,0,30,121,0.83,0.07,0.03,0,normal
icmp,58,4,0,0,0,282,5,0.06,255,16,0.06,0.08,0,1,anomaly
icmp,55,2,1313,336,0,1,1,0,195,187,0.68,0.02,0.01,0,normal
udp,50,2,105,145,0,4,1,0.5,137,122,0.89,0.02,0.01,0,normal
icmp,3,4,0,0,0,111,6,0.07,255,6,0.02,0.08,0,1,anomaly
tcp,15,2,18,0,0,1,1,0,1,81,1,0,1,0,anomaly
icmp,55,2,1066,279,0,1,1,0,157,134,0.54,0.03,0.01,0.01,normal
icmp,50,4,0,0,0,59,5,0.1,255,12,0.05,0.08,0,1,anomaly
icmp,20,2,288,903,5,1,1,0,3,2,0.67,0.67,0.33,0,normal
icmp,7,4,0,0,0,119,15,0.06,255,15,0.06,0.05,0,1,anomaly
icmp,25,2,228,3276,0,13,20,0,255,255,1,0,0,0,normal
icmp,42,1,0,0,0,110,12,0.06,255,12,0.05,0.06,0,0,anomaly
icmp,25,2,300,476,0,11,11,0,11,255,1,0,0.09,0,normal
udp,45,2,1,0,0,5,2,0.4,255,2,0.01,0.23,1,0,anomaly
udp,44,2,48,48,0,1,1,0,112,48,0.43,0.02,0.43,0,normal
icmp,25,4,0,0,0,247,17,0.06,255,17,0.07,0.06,0,1,anomaly
icmp,25,2,376,4675,0,1,1,0,4,254,1,0,0.25,0,normal
icmp,43,4,0,0,0,126,16,0.07,255,16,0.06,0.07,0,1,anomaly
icmp,25,2,150,12632,0,1,2,0,210,255,1,0,0,0,normal
icmp,25,2,336,3851,0,8,8,0,23,255,1,0,0.04,0,normal
icmp,67,4,0,0,0,133,7,0.06,255,13,0.05,0.07,0,1,anomaly
tcp,15,2,8,0,0,1,22,0,2,74,1,0,1,0,anomaly
icmp,20,2,4753,0,0,18,18,0,255,72,0.28,0.02,0.28,0,normal
icmp,25,2,316,4704,0,1,2,0,7,255,1,0,0.14,0,normal
icmp,6,4,0,0,0,253,8,0.06,255,8,0.03,0.05,0,1,anomaly
udp,12,2,43,116,0,74,79,0,255,254,1,0.01,0,0,normal
icmp,50,4,0,0,0,202,3,0.08,255,3,0.01,0.08,0,1,anomaly
icmp,25,2,261,1314,0,20,20,0,147,255,1,0,0.01,0,normal
icmp,55,2,1533,329,0,1,1,0,171,245,0.95,0.02,0.01,0,normal
icmp,45,1,0,0,0,510,1,1,255,1,0,1,0,0.02,anomaly
udp,12,2,43,116,0,116,118,0,255,227,0.89,0.01,0,0,normal
icmp,25,2,221,656,0,11,15,0,255,255,1,0,0,0,normal
icmp,61,2,442,12679,0,1,1,0,255,54,0.21,0.02,0,0.55,normal
icmp,50,4,0,0,0,197,25,0.05,255,25,0.1,0.05,0,1,anomaly
icmp,42,4,0,0,0,139,10,0.06,255,1,0,0.07,0,1,anomaly
icmp,20,2,13239,0,0,6,7,0,75,85,0.45,0.07,0.47,0,normal
icmp,25,2,289,7525,0,19,29,0,255,255,1,0,0,0.01,normal
icmp,50,1,0,0,0,68,12,0.09,255,12,0.05,0.07,0,0,anomaly
icmp,25,2,256,3383,0,1,1,0,255,251,0.98,0.01,0,0,normal
icmp,55,2,2225,364,0,1,3,0,21,242,0.86,0.1,0.05,0,normal
